date,code,main_amount,main_percent
2024-12-25,sz002824,5852684.0,4.75
2024-12-25,sz000612,5848378.0,4.71
2024-12-25,sh603988,5837802.0,1.9
2024-12-25,sz002543,5790451.0,15.07
2024-12-25,sz300518,5783699.0,4.61
2024-12-25,sz301211,5755110.0,3.74
2024-12-25,sz000552,5743228.0,2.9
2024-12-25,sz002362,5730652.0,1.38
2024-12-25,sz000825,5682727.0,6.27
2024-12-25,sh600235,5641907.0,13.9
2024-12-25,sz000933,5623135.0,1.58
2024-12-25,sz300583,5595376.0,7.15
2024-12-25,sz300707,5594673.0,4.62
2024-12-25,sh600132,5566420.0,4.75
2024-12-25,sh603719,5548803.0,0.73
2024-12-25,sh600272,5545203.0,0.93
2024-12-25,sz002386,5456462.0,9.97
2024-12-25,sz300770,5354516.0,4.42
2024-12-25,sh600422,5326057.0,3.48
2024-12-25,sh603979,5323442.0,3.0
2024-12-25,sh600358,5301889.0,4.31
2024-12-25,sh600200,5298418.0,4.89
2024-12-25,sz301293,5296875.0,0.68
2024-12-25,sz300438,5294860.0,1.78
2024-12-25,sz002852,5256841.0,8.19
2024-12-25,sh605179,5232662.0,0.77
2024-12-25,sz000876,5228747.0,3.8
2024-12-25,sz300554,5226541.0,2.77
2024-12-25,sz301093,5203424.0,14.69
2024-12-25,sz300009,5199100.0,5.87
2024-12-25,sz300817,5187688.0,5.36
2024-12-25,sz300414,5187280.0,8.75
2024-12-25,sh600533,5130379.0,8.22
2024-12-25,sz300953,5122612.0,3.69
2024-12-25,sz000815,5101964.0,1.5
2024-12-25,sh600496,5094596.0,8.04
2024-12-25,sh600396,5046398.0,6.28
2024-12-25,sz002524,5017976.0,7.63
2024-12-25,sz301626,5016540.0,3.08
2024-12-25,sh600673,5009511.0,0.88
2024-12-25,sz300411,5009502.0,1.3
2024-12-25,sh600741,5009248.0,2.14
2024-12-25,sz301399,4994573.0,1.88
2024-12-25,sz300593,4967542.0,3.63
2024-12-25,sh603577,4954166.0,11.97
2024-12-25,sh600498,4895894.0,0.62
2024-12-25,sz002696,4886427.0,11.85
2024-12-25,sh600163,4885067.0,6.53
2024-12-25,sh605488,4868801.0,2.22
2024-12-25,sh600810,4867499.0,8.44
2024-12-25,sz300913,4860328.0,0.32
