date,code,name,open,low,high,close,volume,amount
2025-01-03,sz301217,铜冠铜箔,10.62,9.8,10.72,9.84,13014600.0,132747207.46
2025-01-03,sz002431,棕榈股份,2.08,1.94,2.12,1.94,37614700.0,75108386.99
2025-01-03,sz301314,科瑞思,34.33,31.87,34.7,32.0,982000.0,32399243.9
2025-01-03,sz300379,东方通,14.61,13.5,14.7,13.57,27214800.0,380706202.7
2025-01-03,sh603038,华立股份,16.4,15.18,16.4,15.23,9331600.0,145538547.0
2025-01-03,sz002652,扬子新材,2.82,2.62,2.84,2.63,20339300.0,54806870.6
2025-01-03,sz002632,道明光学,8.2,7.74,8.3,7.75,27051300.0,215878429.06
2025-01-03,sz300897,山科智能,22.86,21.3,23.1,21.31,1644300.0,36042473.44
2025-01-03,sz300883,龙利得,5.35,4.96,5.41,4.98,11625700.0,59575586.0
2025-01-03,sz002211,宏达新材,3.54,3.3,3.6,3.32,28369200.0,96312898.0
2025-01-03,sz300931,通用电梯,6.51,6.06,6.56,6.08,6239400.0,39083504.0
2025-01-03,sz301592,六九一二,142.42,131.88,142.5,132.06,1706900.0,232149152.95
2025-01-03,sz300713,英可瑞,15.31,14.0,15.31,14.09,3832600.0,55713809.0
2025-01-03,sz300370,安控科技,3.12,2.89,3.19,2.9,61135100.0,181542379.4
2025-01-03,sz002131,利欧股份,3.1,2.88,3.13,2.9,631887800.0,1879942596.69
2025-01-03,sz300169,天晟新材,7.43,6.88,7.49,6.9,17575300.0,124776560.0
2025-01-03,sz000972,中基健康,2.85,2.6,2.86,2.62,18196000.0,48845485.59
2025-01-03,sh600847,万里股份,8.19,7.53,8.23,7.58,4333100.0,33774393.0
2025-01-03,sh600239,云南城投,2.66,2.48,2.68,2.48,42522100.0,108146945.0
2025-01-03,sz301197,工大科雅,14.68,13.59,14.8,13.64,3039200.0,42810978.22
2025-01-03,sz002778,中晟高科,18.87,17.68,19.23,17.91,10218100.0,186407399.44
2025-01-03,sh600979,广安爱众,4.62,4.26,4.66,4.27,85377000.0,375229461.0
2025-01-03,sz300459,汤姆猫,5.64,5.21,5.7,5.23,229114600.0,1227758146.54
2025-01-03,sz000639,西王食品,3.69,3.42,3.72,3.44,51583500.0,180480246.96
2025-01-03,sz300947,德必集团,18.55,17.46,18.75,17.75,21238100.0,379453863.51
2025-01-03,sh603843,正平股份,3.58,3.3,3.6,3.3,36173400.0,121998601.0
2025-01-03,sz300155,安居宝,4.74,4.34,4.78,4.4,15399200.0,69305492.0
2025-01-03,sz300024,机器人,17.71,16.38,17.85,16.5,82601000.0,1398018361.13
2025-01-03,sz000755,山西高速,4.96,4.63,5.01,4.67,33160100.0,158765757.63
2025-01-03,sz300977,深圳瑞捷,17.69,16.41,17.98,16.47,2589000.0,44084143.76
2025-01-03,sz300578,会畅通讯,19.28,17.5,19.36,17.56,6205900.0,112659319.0
2025-01-03,sz002362,汉王科技,22.22,20.69,22.45,20.71,15644500.0,332881899.16
2025-01-03,sz300105,龙源技术,7.26,6.68,7.28,6.72,24814000.0,170857958.0
2025-01-03,sz001373,翔腾新材,28.98,26.46,29.76,27.15,2133400.0,59172982.96
2025-01-03,sz002799,环球印务,7.6,7.09,7.65,7.13,13300500.0,96775024.69
2025-01-03,sh603839,安正时尚,5.55,5.19,5.66,5.21,6259400.0,33395020.0
2025-01-03,sz002819,东方中科,26.32,24.5,26.36,24.54,6556400.0,166380488.0
2025-01-03,sz300270,中威电子,7.17,6.53,7.2,6.58,15535200.0,105353400.0
2025-01-03,sz300058,蓝色光标,8.86,8.2,8.91,8.22,214703400.0,1807993503.52
2025-01-03,sz300411,金盾股份,12.79,11.77,12.79,11.78,13225500.0,160818959.0
2025-01-03,sz300222,科大智能,9.72,8.99,9.83,9.04,33245900.0,309001026.0
2025-01-03,sh605337,李子园,11.7,10.8,11.77,10.82,14622400.0,162651894.0
2025-01-03,sz002235,安妮股份,5.3,4.91,5.33,4.93,45051500.0,226917612.78
2025-01-03,sz000980,众泰汽车,2.35,2.18,2.38,2.19,210387300.0,469906489.65
2025-01-03,sz002334,英威腾,7.33,6.8,7.48,6.84,44373300.0,314303976.87
2025-01-03,sz000632,三木集团,3.67,3.38,3.69,3.42,14012800.0,48975852.98
2025-01-03,sz301519,舜禹股份,13.16,12.3,13.43,12.3,3375900.0,43197298.79
2025-01-03,sh605567,春雪食品,9.12,8.43,9.12,8.47,9392900.0,81224051.0
2025-01-03,sz000595,宝塔实业,6.45,5.96,6.52,6.01,34105600.0,209069761.56
2025-01-03,sz002762,金发拉比,6.01,5.54,6.09,5.6,17191700.0,97861316.01
2025-01-03,sz300670,大烨智能,5.77,5.3,5.77,5.32,8543100.0,46727916.0
2025-01-03,sz002127,南极电商,4.72,4.42,4.73,4.5,188847300.0,861867534.28
2025-01-03,sz000056,皇庭国际,2.75,2.57,2.82,2.59,82207100.0,217014024.0
2025-01-03,sz300378,鼎捷数智,24.82,22.92,24.99,23.03,14758800.0,350817341.8
2025-01-03,sh600590,泰豪科技,5.05,4.59,5.1,4.63,46005900.0,219388473.0
2025-01-03,sz300486,东杰智能,6.73,6.23,6.78,6.26,13920500.0,89740587.8
2025-01-03,sz002355,兴民智通,6.32,5.78,6.39,5.85,26927400.0,161567789.0
2025-01-03,sz001282,三联锻造,20.3,18.82,20.47,18.91,3069400.0,59842077.51
2025-01-03,sh603616,韩建河山,3.51,3.26,3.53,3.26,13680400.0,45937954.0
2025-01-03,sz300906,日月明,26.3,23.66,26.5,24.45,2215800.0,55045092.8
2025-01-03,sz002931,锋龙股份,17.17,16.02,17.47,16.16,14841800.0,247016512.49
2025-01-03,sz002696,百洋股份,4.81,4.44,4.88,4.48,11597700.0,53254905.0
2025-01-03,sz002746,仙坛股份,6.13,5.68,6.19,5.7,44693400.0,261903418.75
2025-01-03,sz000798,中水渔业,7.42,6.88,7.5,6.92,9553000.0,67570773.82
2025-01-03,sz301318,维海德,28.82,26.7,28.93,26.73,3426800.0,94949409.98
2025-01-03,sh603344,星德胜,23.15,21.44,23.3,21.56,3831800.0,84999407.0
2025-01-03,sz301152,天力锂能,31.01,28.85,31.15,28.88,3137200.0,93668429.0
2025-01-03,sz300050,世纪鼎利,5.29,4.86,5.34,4.88,29611300.0,148819716.64
2025-01-03,sz300022,吉峰科技,5.2,4.85,5.26,4.88,20596600.0,102919236.61
2025-01-03,sz002715,登云股份,14.7,13.67,14.8,13.69,2706600.0,38082125.0
2025-01-03,sh600630,龙头股份,9.47,8.78,9.53,8.79,21118100.0,190184127.0
2025-01-03,sz002607,中公教育,3.34,3.1,3.37,3.11,380305400.0,1212484387.6
2025-01-03,sh600706,曲江文旅,9.87,9.16,9.96,9.19,22035100.0,205296273.0
2025-01-03,sz301552,科力装备,57.0,52.76,57.38,52.8,2034500.0,110996202.98
2025-01-03,sz002848,高斯贝尔,7.54,6.97,7.8,7.02,10615200.0,76489173.2
2025-01-03,sh603819,神力股份,12.17,11.32,12.35,11.33,3055900.0,35967771.0
2025-01-03,sz300943,春晖智控,12.55,11.58,12.58,11.59,5203500.0,62803761.5
2025-01-03,sh600082,海泰发展,2.75,2.56,2.79,2.56,15035700.0,39563530.0
2025-01-03,sz300391,长药控股,5.0,4.53,5.05,4.58,19433700.0,91480468.0
2025-01-03,sz301118,恒光股份,18.52,17.24,18.61,17.24,3060600.0,54446358.9
2025-01-03,sz301198,喜悦智行,10.92,10.02,11.09,10.1,6165700.0,64109057.61
2025-01-03,sz300730,科创信息,11.88,10.98,11.99,11.04,8148500.0,92877738.0
2025-01-03,sz300074,华平股份,3.94,3.61,3.98,3.63,20449000.0,76677382.0
2025-01-03,sz001205,盛航股份,18.38,16.94,18.61,17.07,5095900.0,89978865.42
2025-01-03,sz001278,一彬科技,16.1,14.6,16.1,14.65,2912700.0,44137110.3
2025-01-03,sz002163,海南发展,8.98,8.27,9.02,8.33,27072600.0,230748812.0
2025-01-03,sz002975,博杰股份,28.87,26.86,29.25,26.87,2775800.0,76886833.89
2025-01-03,sz300369,绿盟科技,6.94,6.4,6.95,6.44,27908200.0,185118841.45
2025-01-03,sz002689,远大智能,3.46,3.21,3.5,3.22,31001400.0,102194380.24
2025-01-03,sz300590,移为通信,14.55,13.52,14.66,13.53,20580800.0,286013382.75
2025-01-03,sz002496,辉丰股份,1.87,1.73,1.88,1.74,56267400.0,99933266.83
2025-01-03,sz300176,鸿特科技,6.76,6.24,6.82,6.29,13376600.0,86654678.32
2025-01-03,sz301328,维峰电子,41.85,38.75,42.2,38.94,3599800.0,145219533.35
2025-01-03,sh601777,力帆科技,6.9,6.35,6.94,6.41,99943800.0,659919316.0
2025-01-03,sz301116,益客食品,12.46,11.53,12.66,11.59,8597600.0,102272401.9
2025-01-03,sz300426,唐德影视,9.53,8.78,9.6,8.79,9627700.0,87064696.0
2025-01-03,sz301139,元道通信,21.93,20.33,22.05,20.37,3924800.0,82452451.5
2025-01-03,sz002949,华阳国际,17.05,15.8,17.17,15.97,8608700.0,141691229.86
2025-01-03,sh603196,日播时尚,13.11,12.2,13.35,12.22,5441200.0,68655672.0
2025-01-03,sz300916,朗特智能,29.27,27.22,30.08,27.22,2963200.0,83688085.0
2025-01-03,sz001319,铭科精技,24.66,22.72,24.74,22.82,5839100.0,137258911.0
2025-01-03,sz300237,美晨科技,2.16,1.98,2.17,1.99,64634400.0,131581684.4
2025-01-03,sh603712,七一二,18.36,16.96,18.43,17.09,24346200.0,429318618.0
2025-01-03,sh603106,恒银科技,7.68,7.13,7.79,7.15,13848300.0,101876108.0
2025-01-03,sh603767,中马传动,11.41,10.57,11.49,10.59,7649800.0,83472687.0
2025-01-03,sz301558,三态股份,8.78,8.18,8.88,8.2,17836600.0,150545676.41
2025-01-03,sz002849,威星智能,17.21,15.96,17.26,16.0,5399200.0,89099002.04
2025-01-03,sh600198,大唐电信,8.38,7.77,8.43,7.8,53975800.0,432496288.0
2025-01-03,sz002312,川发龙蟒,13.9,12.93,13.98,12.94,113866700.0,1519278670.97
2025-01-03,sz300549,优德精密,16.1,14.86,16.23,14.92,3467900.0,53416461.0
2025-01-03,sh600386,北巴传媒,4.41,4.05,4.49,4.09,30514000.0,128300846.0
2025-01-03,sh600527,江南高纤,2.28,2.1,2.29,2.11,97225800.0,209713572.0
2025-01-03,sz003004,声迅股份,24.43,22.4,24.77,22.68,2178300.0,50872212.16
2025-01-03,sh600421,华嵘控股,7.1,6.45,7.17,6.59,5707500.0,38500642.0
2025-01-03,sz300081,恒信东方,7.15,6.55,7.28,6.59,35522300.0,240289723.2
2025-01-03,sz000892,欢瑞世纪,3.29,3.02,3.3,3.03,35831000.0,112278614.99
2025-01-03,sh603969,银龙股份,6.94,6.31,6.94,6.45,34973000.0,231223348.0
2025-01-03,sh600448,华纺股份,2.71,2.5,2.77,2.5,21966500.0,56397482.0
2025-01-03,sz002069,獐子岛,3.72,3.41,3.75,3.42,17788200.0,62647486.02
2025-01-03,sz301306,西测测试,36.66,33.92,36.79,33.92,1860000.0,65327827.0
2025-01-03,sz002651,利君股份,6.96,6.37,7.03,6.44,41697700.0,275163394.8
2025-01-03,sz002178,延华智能,5.94,5.52,6.0,5.52,33027300.0,187255878.38
2025-01-03,sz301011,华立科技,25.96,23.8,26.29,24.05,7057000.0,175380890.17
2025-01-03,sz301070,开勒股份,53.88,49.79,54.15,50.07,1625900.0,83558664.0
2025-01-03,sz300830,金现代,8.02,7.25,8.09,7.35,15034400.0,113388017.0
2025-01-03,sz300177,中海达,10.65,9.77,10.78,9.84,46152200.0,466887622.84
2025-01-03,sz300343,联创股份,5.66,5.23,5.7,5.24,27803100.0,150100367.64
2025-01-03,sz300961,深水海纳,10.07,9.28,10.13,9.3,8668300.0,82923980.0
2025-01-03,sh600986,浙文互联,5.94,5.45,5.99,5.5,82057300.0,463171811.0
2025-01-03,sz000586,汇源通信,9.4,8.62,9.48,8.64,8943200.0,80391478.0
